clip_id,video_path,label,manipulation_type,method,source,target1,target2,race,gender,split
C__id02561__02561_id01683_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\men\id02561\02561_id01683_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id02561,id01683,-,Asian (East),men,train
C__id08652__00006_id01215_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\men\id08652\00006_id01215_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id08652,id01215,-,Asian (East),men,train
A__id00909__00037,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\men\id00909\00037.mp4,0,RealVideo-RealAudio,real,id00909,-,-,Caucasian (European),men,train
D__id06535__00183_id06467_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\men\id06535\00183_id06467_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id06535,id06467,-,Asian (East),men,train
D__id00428__00017_id01238_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00428\00017_id01238_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00428,id01238,-,Caucasian (American),women,train
D__id01058__00005_0_id01102_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id01058\00005_0_id01102_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id01058,0,-,Caucasian (European),men,train
D__id00098__00004_id02464_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00098\00004_id02464_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00098,id02464,-,Caucasian (American),women,train
C__id01452__00001_id01598_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id01452\00001_id01598_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id01452,id01598,-,African,men,train
C__id01002__00043_id00823_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\women\id01002\00043_id00823_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id01002,id00823,-,Caucasian (European),women,train
D__id00418__00052_3_id00231_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00418\00052_3_id00231_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id00418,3,-,Caucasian (American),women,train
A__id01001__00086,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\women\id01001\00086.mp4,0,RealVideo-RealAudio,real,id01001,-,-,Caucasian (European),women,train
D__id04820__00015_id02948__ZEDGNWjuFE_faceswap_id00568_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\women\id04820\00015_id02948__ZEDGNWjuFE_faceswap_id00568_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id04820,id02948,ZEDGNWjuFE,African,women,train
C__id03747__00273_id00359_RZMQan-7me4,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id03747\00273_id00359_RZMQan-7me4.mp4,1,FakeVideo-RealAudio,fsgan,id03747,id00359,-,African,women,train
A__id03658__00077,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\women\id03658\00077.mp4,0,RealVideo-RealAudio,real,id03658,-,-,African,women,train
D__id03658__00077_id00371_t20i0HtPwW0_faceswap_id04705_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\women\id03658\00077_id00371_t20i0HtPwW0_faceswap_id04705_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id03658,id00371,faceswap,African,women,train
D__id06268__00159_id00739_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id06268\00159_id00739_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id06268,id00739,-,Asian (South),women,train
D__id03858__00092_id00262_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\women\id03858\00092_id00262_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id03858,id00262,-,Caucasian (European),women,train
D__id00496__00015_id00262_3p7sRWAAh1Q_faceswap_id00234_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\women\id00496\00015_id00262_3p7sRWAAh1Q_faceswap_id00234_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id00496,id00262,faceswap,Caucasian (European),women,train
C__id00383__00171_id01004_867Wlj7Gw68,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id00383\00171_id01004_867Wlj7Gw68.mp4,1,FakeVideo-RealAudio,fsgan,id00383,id01004,-,Caucasian (American),women,train
D__id00103__00241_id07163_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\men\id00103\00241_id07163_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00103,id07163,-,Asian (South),men,train
C__id00935__00005_id06054_EicsCdNDfBs,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\women\id00935\00005_id06054_EicsCdNDfBs.mp4,1,FakeVideo-RealAudio,fsgan,id00935,id06054,-,Asian (East),women,train
C__id02268__00036_id01856_6Q2f3b1QNRM,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id02268\00036_id01856_6Q2f3b1QNRM.mp4,1,FakeVideo-RealAudio,fsgan,id02268,id01856,-,African,men,train
A__id01048__00160,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\men\id01048\00160.mp4,0,RealVideo-RealAudio,real,id01048,-,-,Caucasian (American),men,train
C__id00740__00015_id06776_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\men\id00740\00015_id06776_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id00740,id06776,-,Asian (East),men,train
A__id00835__00195,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\women\id00835\00195.mp4,0,RealVideo-RealAudio,real,id00835,-,-,Caucasian (American),women,train
C__id07768__00143_id06354_PmWLmcJNUhM,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\men\id07768\00143_id06354_PmWLmcJNUhM.mp4,1,FakeVideo-RealAudio,fsgan,id07768,id06354,-,Asian (South),men,train
A__id02089__00092,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\women\id02089\00092.mp4,0,RealVideo-RealAudio,real,id02089,-,-,Asian (South),women,train
C__id00266__00015_0,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\men\id00266\00015_0.mp4,1,FakeVideo-RealAudio,faceswap,id00266,0.mp4,-,Caucasian (European),men,train
A__id00080__00281,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\women\id00080\00281.mp4,0,RealVideo-RealAudio,real,id00080,-,-,Asian (South),women,train
B__id08652__00006_fake,raw\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Asian (East)\men\id08652\00006_fake.mp4,1,RealVideo-FakeAudio,rtvc,id08652,fake.mp4,-,Asian (East),men,train
C__id01182__00167_0,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01182\00167_0.mp4,1,FakeVideo-RealAudio,faceswap,id01182,0.mp4,-,Caucasian (American),men,train
C__id00735__00037_id03941_SsYtP8Ze88Q,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\women\id00735\00037_id03941_SsYtP8Ze88Q.mp4,1,FakeVideo-RealAudio,fsgan,id00735,id03941,-,Caucasian (European),women,train
D__id01126__00040_id01052_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id01126\00040_id01052_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id01126,id01052,-,Caucasian (European),men,train
D__id04111__00015_id01204_biYGqpYBp7o_id04774_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\men\id04111\00015_id01204_biYGqpYBp7o_id04774_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id04111,id01204,id04774,Asian (East),men,train
D__id01044__00336_id01192_kAht8HG7-1s_faceswap_id04034_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id01044\00336_id01192_kAht8HG7-1s_faceswap_id04034_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id01044,id01192,faceswap,Caucasian (American),men,train
D__id00458__00072_id00025_PjSeVtbvSjA_id01238_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00458\00072_id00025_PjSeVtbvSjA_id01238_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id00458,id00025,id01238,Caucasian (American),women,train
A__id01223__00255,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\women\id01223\00255.mp4,0,RealVideo-RealAudio,real,id01223,-,-,Caucasian (American),women,train
D__id07051__00083_id03559_pgetxl1qbzM_id05931_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id07051\00083_id03559_pgetxl1qbzM_id05931_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id07051,id03559,id05931,Asian (South),women,train
D__id00897__00005_id00232_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\women\id00897\00005_id00232_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00897,id00232,-,Caucasian (European),women,train
C__id01192__00217_id01044_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id01192\00217_id01044_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id01192,id01044,-,Caucasian (American),men,train
D__id06807__00015_id00126_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\men\id06807\00015_id00126_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id06807,id00126,-,Asian (East),men,train
A__id00358__00217,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\men\id00358\00217.mp4,0,RealVideo-RealAudio,real,id00358,-,-,Caucasian (European),men,train
A__id00383__00171,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\women\id00383\00171.mp4,0,RealVideo-RealAudio,real,id00383,-,-,Caucasian (American),women,train
D__id04376__00181_id02838_kaCQlSGlLe8_id05231_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\women\id04376\00181_id02838_kaCQlSGlLe8_id05231_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id04376,id02838,id05231,African,women,train
D__id00945__00107_id00775_yeCUxHgUHxc_id00775_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id00945\00107_id00775_yeCUxHgUHxc_id00775_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id00945,id00775,id00775,Caucasian (American),men,train
A__id00137__00025,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\women\id00137\00025.mp4,0,RealVideo-RealAudio,real,id00137,-,-,Asian (East),women,train
D__id02316__00094_id01179_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id02316\00094_id01179_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id02316,id01179,-,African,men,train
C__id07236__00143_id04530_W5-PTTL9HzU,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id07236\00143_id04530_W5-PTTL9HzU.mp4,1,FakeVideo-RealAudio,fsgan,id07236,id04530,-,Asian (South),women,train
D__id01528__00017_id00944_DiW5D62667U_id02296_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id01528\00017_id00944_DiW5D62667U_id02296_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id01528,id00944,id02296,African,men,train
D__id07165__00368_id00082_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\men\id07165\00368_id00082_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id07165,id00082,-,Asian (South),men,train
B__id00781__00092_fake,raw\FakeAVCeleb_v1.2\RealVideo-FakeAudio\African\men\id00781\00092_fake.mp4,1,RealVideo-FakeAudio,rtvc,id00781,fake.mp4,-,African,men,train
C__id01179__00160_id00366_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id01179\00160_id00366_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id01179,id00366,-,African,men,train
A__id02268__00036,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\men\id02268\00036.mp4,0,RealVideo-RealAudio,real,id02268,-,-,African,men,train
A__id00183__00015,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\men\id00183\00015.mp4,0,RealVideo-RealAudio,real,id00183,-,-,Caucasian (European),men,train
D__id06753__00021_id00857_yJ7bbvwL4kU_faceswap_id00032_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\men\id06753\00021_id00857_yJ7bbvwL4kU_faceswap_id00032_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id06753,id00857,faceswap,Asian (South),men,train
B__id00192__00078_fake,raw\FakeAVCeleb_v1.2\RealVideo-FakeAudio\Caucasian (European)\men\id00192\00078_fake.mp4,1,RealVideo-FakeAudio,rtvc,id00192,fake.mp4,-,Caucasian (European),men,train
D__id00769__00015_id07194_NDJaiff98Fo_faceswap_id07161_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\men\id00769\00015_id07194_NDJaiff98Fo_faceswap_id07161_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id00769,id07194,faceswap,Asian (South),men,train
D__id04736__00083_id05235_ASy8lP3SRtw_faceswap_id02721_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\women\id04736\00083_id05235_ASy8lP3SRtw_faceswap_id02721_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id04736,id05235,faceswap,African,women,train
D__id04820__00015_id02617_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\women\id04820\00015_id02617_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id04820,id02617,-,African,women,train
A__id04144__00028,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\women\id04144\00028.mp4,0,RealVideo-RealAudio,real,id04144,-,-,Asian (East),women,train
D__id01105__00083_id01201_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id01105\00083_id01201_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id01105,id01201,-,Caucasian (American),men,train
D__id01052__00076_id00171_PWU6n0qrv4c_id00266_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id01052\00076_id00171_PWU6n0qrv4c_id00266_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id01052,id00171,id00266,Caucasian (European),men,train
D__id07739__00019_id06065_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\women\id07739\00019_id06065_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id07739,id06065,-,Asian (East),women,train
C__id02807__00032_id05620_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\women\id02807\00032_id05620_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id02807,id05620,-,Asian (East),women,train
D__id03211__00032_id00582_9gvF6IohoUI_faceswap_id04414_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\women\id03211\00032_id00582_9gvF6IohoUI_faceswap_id04414_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id03211,id00582,faceswap,Asian (East),women,train
A__id02508__00083,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\women\id02508\00083.mp4,0,RealVideo-RealAudio,real,id02508,-,-,African,women,train
A__id04691__1,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (East)\men\id04691\1.mp4,0,RealVideo-RealAudio,real,id04691,-,-,Asian (East),men,train
A__id08313__00202,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\men\id08313\00202.mp4,0,RealVideo-RealAudio,real,id08313,-,-,Asian (South),men,train
D__id00773__00038_id07210_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\men\id00773\00038_id07210_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00773,id07210,-,Asian (South),men,train
D__id00841__00078_id01075_MtJUiHspdT0_faceswap_id00261_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00841\00078_id01075_MtJUiHspdT0_faceswap_id00261_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id00841,id01075,faceswap,Caucasian (American),women,train
C__id03757__00149_id00169__V1xAwwG29U,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\men\id03757\00149_id00169__V1xAwwG29U.mp4,1,FakeVideo-RealAudio,fsgan,id03757,id00169,-,Caucasian (American),men,train
C__id01521__00109_id02494_lObg47hQleE,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id01521\00109_id02494_lObg47hQleE.mp4,1,FakeVideo-RealAudio,fsgan,id01521,id02494,-,African,men,train
C__id01018__00072_id00332_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\women\id01018\00072_id00332_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id01018,id00332,-,Caucasian (European),women,train
C__id05251__00033_id02617_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id05251\00033_id02617_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id05251,id02617,-,African,women,train
C__id06437__00028_id04582_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id06437\00028_id04582_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id06437,id04582,-,Asian (South),women,train
D__id03707__00055_id02466_VOgaA7O5yWY_faceswap_id02464_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id03707\00055_id02466_VOgaA7O5yWY_faceswap_id02464_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id03707,id02466,faceswap,Caucasian (American),women,train
D__id00261__00048_id00385_oqf8cNi7lOI_id00848_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00261\00048_id00385_oqf8cNi7lOI_id00848_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id00261,id00385,id00848,Caucasian (American),women,train
C__id01589__00017_id06269_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\men\id01589\00017_id06269_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id01589,id06269,-,Asian (East),men,train
C__id01018__00072_id00569_gSynmpwioV4,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\women\id01018\00072_id00569_gSynmpwioV4.mp4,1,FakeVideo-RealAudio,fsgan,id01018,id00569,-,Caucasian (European),women,train
D__id00618__00195_id00835_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00618\00195_id00835_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00618,id00835,-,Caucasian (American),women,train
C__id00391__00052_id01717_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id00391\00052_id01717_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id00391,id01717,-,African,men,train
D__id04701__00017_id04144__FJg9YswRzQ_id00579_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (East)\women\id04701\00017_id04144__FJg9YswRzQ_id00579_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id04701,id04144,FJg9YswRzQ,Asian (East),women,train
C__id03379__00032_id05576_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (East)\women\id03379\00032_id05576_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id03379,id05576,-,Asian (East),women,train
D__id01124__00063_id00345_TIsGVOYfvZ8_id04219_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id01124\00063_id00345_TIsGVOYfvZ8_id04219_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id01124,id00345,id04219,Caucasian (American),men,train
D__id00055__00120_id00183_z2DhZllPWUQ_faceswap_id01051_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id00055\00120_id00183_z2DhZllPWUQ_faceswap_id01051_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id00055,id00183,faceswap,Caucasian (European),men,train
D__id07210__00005_id03599_y27BDmRUqMQ_id00033_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\men\id07210\00005_id03599_y27BDmRUqMQ_id00033_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id07210,id03599,id00033,Asian (South),men,train
D__id00478__00206_id04727_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id00478\00206_id04727_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00478,id04727,-,African,men,train
A__id01154__00118,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (European)\men\id01154\00118.mp4,0,RealVideo-RealAudio,real,id01154,-,-,Caucasian (European),men,train
D__id02005__00052_id01179_RnqLJMrWELw_id00761_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id02005\00052_id01179_RnqLJMrWELw_id00761_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id02005,id01179,id00761,African,men,train
D__id00231__00037_id00100_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\women\id00231\00037_id00100_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00231,id00100,-,Caucasian (American),women,train
D__id00332__00293_id00591_1Jo8xElXQMs_id00325_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\women\id00332\00293_id00591_1Jo8xElXQMs_id00325_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id00332,id00591,id00325,Caucasian (European),women,train
C__id01532__00065_id00829_aMEvVaUBq2Y_faceswap,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id01532\00065_id00829_aMEvVaUBq2Y_faceswap.mp4,1,FakeVideo-RealAudio,faceswap,id01532,id00829,-,African,women,train
D__id00732__00118_id07195_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\men\id00732\00118_id07195_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id00732,id07195,-,Asian (South),men,train
D__id01835__00130_id00944_DiW5D62667U_id01392_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\African\men\id01835\00130_id00944_DiW5D62667U_id01392_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id01835,id00944,id01392,African,men,train
D__id00262__00028_id00495_E46aiMUC4A0_id00591_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\women\id00262\00028_id00495_E46aiMUC4A0_id00591_wavtolip.mp4,1,FakeVideo-FakeAudio,fsgan-wav2lip,id00262,id00495,id00591,Caucasian (European),women,train
C__id00841__00078_id01004_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (American)\women\id00841\00078_id01004_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id00841,id01004,-,Caucasian (American),women,train
A__id03569__00065,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\African\women\id03569\00065.mp4,0,RealVideo-RealAudio,real,id03569,-,-,African,women,train
D__id00241__00015_2_id00594_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id00241\00015_2_id00594_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id00241,2,-,Caucasian (European),men,train
A__id00417__00069,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\women\id00417\00069.mp4,0,RealVideo-RealAudio,real,id00417,-,-,Asian (South),women,train
C__id00266__00470_id00594_2WHHoksbeVw_faceswap,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Caucasian (European)\men\id00266\00470_id00594_2WHHoksbeVw_faceswap.mp4,1,FakeVideo-RealAudio,faceswap,id00266,id00594,-,Caucasian (European),men,train
A__id00190__00072,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Caucasian (American)\women\id00190\00072.mp4,0,RealVideo-RealAudio,real,id00190,-,-,Caucasian (American),women,train
C__id01179__00160_id00166_PQV2ZbJBLNk,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id01179\00160_id00166_PQV2ZbJBLNk.mp4,1,FakeVideo-RealAudio,fsgan,id01179,id00166,-,African,men,train
A__id07049__00043,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\women\id07049\00043.mp4,0,RealVideo-RealAudio,real,id07049,-,-,Asian (South),women,train
C__id04490__00054_id07008_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\Asian (South)\women\id04490\00054_id07008_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id04490,id07008,-,Asian (South),women,train
D__id01052__00076_id00225_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (European)\men\id01052\00076_id00225_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id01052,id00225,-,Caucasian (European),men,train
D__id04219__00130_id00018_sap-FjURHlc_faceswap_id01042_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Caucasian (American)\men\id04219\00130_id00018_sap-FjURHlc_faceswap_id01042_wavtolip.mp4,1,FakeVideo-FakeAudio,faceswap-wav2lip,id04219,id00018,faceswap,Caucasian (American),men,train
A__id06753__00021,raw\FakeAVCeleb_v1.2\RealVideo-RealAudio\Asian (South)\men\id06753\00021.mp4,0,RealVideo-RealAudio,real,id06753,-,-,Asian (South),men,train
C__id04540__00078_id04939_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id04540\00078_id04939_wavtolip.mp4,1,FakeVideo-RealAudio,wav2lip,id04540,id04939,-,African,women,train
D__id07051__00083_id07008_wavtolip,raw\FakeAVCeleb_v1.2\FakeVideo-FakeAudio\Asian (South)\women\id07051\00083_id07008_wavtolip.mp4,1,FakeVideo-FakeAudio,wav2lip,id07051,id07008,-,Asian (South),women,train
