clip_id,video_path,label,manipulation_type,method,source,target1,target2,race,gender,leading_silence_sec
C__id02316__00094_id01171_XSINMRoTb0E,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id02316\00094_id01171_XSINMRoTb0E.mp4,1,FakeVideo-RealAudio,fsgan,id02316,id01171,-,African,men,0.0
C__id02316__00094_id01597_52WEZxe4_GE,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id02316\00094_id01597_52WEZxe4_GE.mp4,1,FakeVideo-RealAudio,fsgan,id02316,id01597,-,African,men,0.0
C__id02316__00094_id02494_lObg47hQleE,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id02316\00094_id02494_lObg47hQleE.mp4,1,FakeVideo-RealAudio,fsgan,id02316,id02494,-,African,men,0.0
C__id02316__00094_id04727_AAnyugIAXao,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id02316\00094_id04727_AAnyugIAXao.mp4,1,FakeVideo-RealAudio,fsgan,id02316,id04727,-,African,men,0.0
C__id02342__00191_id00076_Isiq7cA-DNE,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id02342\00191_id00076_Isiq7cA-DNE.mp4,1,FakeVideo-RealAudio,fsgan,id02342,id00076,-,African,men,0.0
C__id02342__00191_id00391_TjJgUZaenWI,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id02342\00191_id00391_TjJgUZaenWI.mp4,1,FakeVideo-RealAudio,fsgan,id02342,id00391,-,African,men,0.0
C__id02342__00191_id01170_7eoTTk4xyNo,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id02342\00191_id01170_7eoTTk4xyNo.mp4,1,FakeVideo-RealAudio,fsgan,id02342,id01170,-,African,men,0.0
C__id02342__00191_id01179_RnqLJMrWELw,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id02342\00191_id01179_RnqLJMrWELw.mp4,1,FakeVideo-RealAudio,fsgan,id02342,id01179,-,African,men,0.0
C__id02342__00191_id02005_7_Egh9mW5y4,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id02342\00191_id02005_7_Egh9mW5y4.mp4,1,FakeVideo-RealAudio,fsgan,id02342,id02005,-,African,men,0.0
C__id02342__00191_id02316_yrrNcmZ-xmI,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id02342\00191_id02316_yrrNcmZ-xmI.mp4,1,FakeVideo-RealAudio,fsgan,id02342,id02316,-,African,men,0.0
C__id02342__00191_id04727_AAnyugIAXao,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id02342\00191_id04727_AAnyugIAXao.mp4,1,FakeVideo-RealAudio,fsgan,id02342,id04727,-,African,men,0.0
C__id02494__00050_id00166_PQV2ZbJBLNk,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id02494\00050_id00166_PQV2ZbJBLNk.mp4,1,FakeVideo-RealAudio,fsgan,id02494,id00166,-,African,men,0.0
C__id02494__00050_id00475_xQjvXRcnPvw,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id02494\00050_id00475_xQjvXRcnPvw.mp4,1,FakeVideo-RealAudio,fsgan,id02494,id00475,-,African,men,0.0
C__id02494__00050_id01171_XSINMRoTb0E,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id02494\00050_id01171_XSINMRoTb0E.mp4,1,FakeVideo-RealAudio,fsgan,id02494,id01171,-,African,men,0.0
C__id02494__00050_id01691_IVtS5z8Jrrk,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id02494\00050_id01691_IVtS5z8Jrrk.mp4,1,FakeVideo-RealAudio,fsgan,id02494,id01691,-,African,men,0.0
C__id02494__00050_id01856_6Q2f3b1QNRM,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id02494\00050_id01856_6Q2f3b1QNRM.mp4,1,FakeVideo-RealAudio,fsgan,id02494,id01856,-,African,men,0.0
C__id02494__00050_id01920_w9C_knCPD94,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id02494\00050_id01920_w9C_knCPD94.mp4,1,FakeVideo-RealAudio,fsgan,id02494,id01920,-,African,men,0.0
C__id02494__00050_id02268_irA9myDvW-I,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id02494\00050_id02268_irA9myDvW-I.mp4,1,FakeVideo-RealAudio,fsgan,id02494,id02268,-,African,men,0.0
C__id02494__00050_id02316_yrrNcmZ-xmI,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id02494\00050_id02316_yrrNcmZ-xmI.mp4,1,FakeVideo-RealAudio,fsgan,id02494,id02316,-,African,men,0.0
C__id04727__00007_id00076_Isiq7cA-DNE,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id04727\00007_id00076_Isiq7cA-DNE.mp4,1,FakeVideo-RealAudio,fsgan,id04727,id00076,-,African,men,0.0
C__id04727__00007_id00475_xQjvXRcnPvw,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id04727\00007_id00475_xQjvXRcnPvw.mp4,1,FakeVideo-RealAudio,fsgan,id04727,id00475,-,African,men,0.0
C__id04727__00007_id00701_lW6uzLIOwd0,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id04727\00007_id00701_lW6uzLIOwd0.mp4,1,FakeVideo-RealAudio,fsgan,id04727,id00701,-,African,men,0.0
C__id04727__00007_id01171_XSINMRoTb0E,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id04727\00007_id01171_XSINMRoTb0E.mp4,1,FakeVideo-RealAudio,fsgan,id04727,id01171,-,African,men,0.0
C__id04727__00007_id01528_SBAS9Kcb8QY,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id04727\00007_id01528_SBAS9Kcb8QY.mp4,1,FakeVideo-RealAudio,fsgan,id04727,id01528,-,African,men,0.0
C__id04727__00007_id01717_JDW6p8yU13A,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id04727\00007_id01717_JDW6p8yU13A.mp4,1,FakeVideo-RealAudio,fsgan,id04727,id01717,-,African,men,0.0
C__id04727__00007_id01933_I5XXxgK7QpE,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id04727\00007_id01933_I5XXxgK7QpE.mp4,1,FakeVideo-RealAudio,fsgan,id04727,id01933,-,African,men,0.0
C__id04727__00007_id02342_RJPBPhJB8TA,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\men\id04727\00007_id02342_RJPBPhJB8TA.mp4,1,FakeVideo-RealAudio,fsgan,id04727,id02342,-,African,men,0.0
C__id00220__00027_id00371_t20i0HtPwW0,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00220\00027_id00371_t20i0HtPwW0.mp4,1,FakeVideo-RealAudio,fsgan,id00220,id00371,-,African,women,0.0
C__id00220__00027_id01178_6XpgYMiKxhc,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00220\00027_id01178_6XpgYMiKxhc.mp4,1,FakeVideo-RealAudio,fsgan,id00220,id01178,-,African,women,0.0
C__id00220__00027_id01907_LBcRkuRq0uY,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00220\00027_id01907_LBcRkuRq0uY.mp4,1,FakeVideo-RealAudio,fsgan,id00220,id01907,-,African,women,0.0
C__id00220__00027_id02824_glBy_mYcXZw,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00220\00027_id02824_glBy_mYcXZw.mp4,1,FakeVideo-RealAudio,fsgan,id00220,id02824,-,African,women,0.0
C__id00220__00027_id03569_YO0EpPm9p-8,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00220\00027_id03569_YO0EpPm9p-8.mp4,1,FakeVideo-RealAudio,fsgan,id00220,id03569,-,African,women,0.0
C__id00220__00027_id04939_i4v2cXo9HIQ,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00220\00027_id04939_i4v2cXo9HIQ.mp4,1,FakeVideo-RealAudio,fsgan,id00220,id04939,-,African,women,0.0
C__id00359__00053_id01838_q_lUk55OrL0,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00359\00053_id01838_q_lUk55OrL0.mp4,1,FakeVideo-RealAudio,fsgan,id00359,id01838,-,African,women,0.0
C__id00359__00053_id02071_cHuDh9F87vA,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00359\00053_id02071_cHuDh9F87vA.mp4,1,FakeVideo-RealAudio,fsgan,id00359,id02071,-,African,women,0.0
C__id00359__00053_id02586_dEYzYDsbAeo,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00359\00053_id02586_dEYzYDsbAeo.mp4,1,FakeVideo-RealAudio,fsgan,id00359,id02586,-,African,women,0.0
C__id00359__00053_id02838_kaCQlSGlLe8,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00359\00053_id02838_kaCQlSGlLe8.mp4,1,FakeVideo-RealAudio,fsgan,id00359,id02838,-,African,women,0.0
C__id00359__00053_id04547_3Qy2g2M47Aw,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00359\00053_id04547_3Qy2g2M47Aw.mp4,1,FakeVideo-RealAudio,fsgan,id00359,id04547,-,African,women,0.0
C__id00359__00053_id04820_64ybrA1atlM,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00359\00053_id04820_64ybrA1atlM.mp4,1,FakeVideo-RealAudio,fsgan,id00359,id04820,-,African,women,0.0
C__id00359__00053_id05106_ZnnDdjlABM4,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00359\00053_id05106_ZnnDdjlABM4.mp4,1,FakeVideo-RealAudio,fsgan,id00359,id05106,-,African,women,0.0
C__id00359__00053_id05980_bbg4HtuM_jo,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00359\00053_id05980_bbg4HtuM_jo.mp4,1,FakeVideo-RealAudio,fsgan,id00359,id05980,-,African,women,0.0
C__id00371__00099_id00220_WlHLlTQKj8g,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00371\00099_id00220_WlHLlTQKj8g.mp4,1,FakeVideo-RealAudio,fsgan,id00371,id00220,-,African,women,0.0
C__id00371__00099_id01661_SdP_Monh-_4,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00371\00099_id01661_SdP_Monh-_4.mp4,1,FakeVideo-RealAudio,fsgan,id00371,id01661,Monh-,African,women,0.0
C__id00371__00099_id01907_LBcRkuRq0uY,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00371\00099_id01907_LBcRkuRq0uY.mp4,1,FakeVideo-RealAudio,fsgan,id00371,id01907,-,African,women,0.0
C__id00371__00099_id03658_8Wtu9VXKqjY,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00371\00099_id03658_8Wtu9VXKqjY.mp4,1,FakeVideo-RealAudio,fsgan,id00371,id03658,-,African,women,0.0
C__id00371__00099_id03747_wQOOhZvnrq4,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00371\00099_id03747_wQOOhZvnrq4.mp4,1,FakeVideo-RealAudio,fsgan,id00371,id03747,-,African,women,0.0
C__id00371__00099_id04736__D2k4fMhEfQ,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00371\00099_id04736__D2k4fMhEfQ.mp4,1,FakeVideo-RealAudio,fsgan,id00371,id04736,-,African,women,0.0
C__id00371__00099_id04939_i4v2cXo9HIQ,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00371\00099_id04939_i4v2cXo9HIQ.mp4,1,FakeVideo-RealAudio,fsgan,id00371,id04939,-,African,women,0.0
C__id00460__00005_id00568_gakhcJXnJZ8,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00460\00005_id00568_gakhcJXnJZ8.mp4,1,FakeVideo-RealAudio,fsgan,id00460,id00568,-,African,women,0.0
C__id00460__00005_id00577_3_2j9zcpg18,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00460\00005_id00577_3_2j9zcpg18.mp4,1,FakeVideo-RealAudio,fsgan,id00460,id00577,-,African,women,0.0
C__id00460__00005_id00832_Jr4-dXRChME,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00460\00005_id00832_Jr4-dXRChME.mp4,1,FakeVideo-RealAudio,fsgan,id00460,id00832,-,African,women,0.0
C__id00460__00005_id02071_cHuDh9F87vA,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00460\00005_id02071_cHuDh9F87vA.mp4,1,FakeVideo-RealAudio,fsgan,id00460,id02071,-,African,women,0.0
C__id00460__00005_id03658_8Wtu9VXKqjY,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00460\00005_id03658_8Wtu9VXKqjY.mp4,1,FakeVideo-RealAudio,fsgan,id00460,id03658,-,African,women,0.0
C__id00460__00005_id04437_2csrqaF55pk,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00460\00005_id04437_2csrqaF55pk.mp4,1,FakeVideo-RealAudio,fsgan,id00460,id04437,-,African,women,0.0
C__id00460__00005_id04736__D2k4fMhEfQ,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00460\00005_id04736__D2k4fMhEfQ.mp4,1,FakeVideo-RealAudio,fsgan,id00460,id04736,-,African,women,0.0
C__id00568__00384_id01838_q_lUk55OrL0,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00568\00384_id01838_q_lUk55OrL0.mp4,1,FakeVideo-RealAudio,fsgan,id00568,id01838,-,African,women,0.0
C__id00568__00384_id02301_WdVa7Mp3brI,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00568\00384_id02301_WdVa7Mp3brI.mp4,1,FakeVideo-RealAudio,fsgan,id00568,id02301,-,African,women,0.0
C__id00568__00384_id04055_0qrzF4HLXHY,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00568\00384_id04055_0qrzF4HLXHY.mp4,1,FakeVideo-RealAudio,fsgan,id00568,id04055,-,African,women,0.0
C__id00568__00384_id04736__D2k4fMhEfQ,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00568\00384_id04736__D2k4fMhEfQ.mp4,1,FakeVideo-RealAudio,fsgan,id00568,id04736,-,African,women,0.0
C__id00568__00384_id05231_wfbM5puT6eQ,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00568\00384_id05231_wfbM5puT6eQ.mp4,1,FakeVideo-RealAudio,fsgan,id00568,id05231,-,African,women,0.0
C__id00568__00384_id05251_c_cxumCQ768,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00568\00384_id05251_c_cxumCQ768.mp4,1,FakeVideo-RealAudio,fsgan,id00568,id05251,-,African,women,0.0
C__id00568__00384_id05252_CMxIX3absYM,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00568\00384_id05252_CMxIX3absYM.mp4,1,FakeVideo-RealAudio,fsgan,id00568,id05252,-,African,women,0.0
C__id00577__00010_id00371_t20i0HtPwW0,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00577\00010_id00371_t20i0HtPwW0.mp4,1,FakeVideo-RealAudio,fsgan,id00577,id00371,-,African,women,0.064
C__id00577__00010_id02808_nZtvxh6Eesc,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00577\00010_id02808_nZtvxh6Eesc.mp4,1,FakeVideo-RealAudio,fsgan,id00577,id02808,-,African,women,0.064
C__id00577__00010_id02948__ZEDGNWjuFE,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00577\00010_id02948__ZEDGNWjuFE.mp4,1,FakeVideo-RealAudio,fsgan,id00577,id02948,-,African,women,0.064
C__id00577__00010_id03103_wiCYm3THQPw,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00577\00010_id03103_wiCYm3THQPw.mp4,1,FakeVideo-RealAudio,fsgan,id00577,id03103,-,African,women,0.064
C__id00577__00010_id04547_3Qy2g2M47Aw,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00577\00010_id04547_3Qy2g2M47Aw.mp4,1,FakeVideo-RealAudio,fsgan,id00577,id04547,-,African,women,0.064
C__id00577__00010_id04820_64ybrA1atlM,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00577\00010_id04820_64ybrA1atlM.mp4,1,FakeVideo-RealAudio,fsgan,id00577,id04820,-,African,women,0.064
C__id00577__00010_id04939_i4v2cXo9HIQ,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00577\00010_id04939_i4v2cXo9HIQ.mp4,1,FakeVideo-RealAudio,fsgan,id00577,id04939,-,African,women,0.064
C__id00592__00017_id00371_t20i0HtPwW0,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00592\00017_id00371_t20i0HtPwW0.mp4,1,FakeVideo-RealAudio,fsgan,id00592,id00371,-,African,women,0.0
C__id00592__00017_id01907_LBcRkuRq0uY,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00592\00017_id01907_LBcRkuRq0uY.mp4,1,FakeVideo-RealAudio,fsgan,id00592,id01907,-,African,women,0.0
C__id00592__00017_id03569_YO0EpPm9p-8,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00592\00017_id03569_YO0EpPm9p-8.mp4,1,FakeVideo-RealAudio,fsgan,id00592,id03569,-,African,women,0.0
C__id00592__00017_id03658_8Wtu9VXKqjY,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00592\00017_id03658_8Wtu9VXKqjY.mp4,1,FakeVideo-RealAudio,fsgan,id00592,id03658,-,African,women,0.0
C__id00592__00017_id04939_i4v2cXo9HIQ,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00592\00017_id04939_i4v2cXo9HIQ.mp4,1,FakeVideo-RealAudio,fsgan,id00592,id04939,-,African,women,0.0
C__id00592__00017_id05106_ZnnDdjlABM4,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00592\00017_id05106_ZnnDdjlABM4.mp4,1,FakeVideo-RealAudio,fsgan,id00592,id05106,-,African,women,0.0
C__id00707__00052_id01838_q_lUk55OrL0,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00707\00052_id01838_q_lUk55OrL0.mp4,1,FakeVideo-RealAudio,fsgan,id00707,id01838,-,African,women,0.0
C__id00707__00052_id02824_glBy_mYcXZw,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00707\00052_id02824_glBy_mYcXZw.mp4,1,FakeVideo-RealAudio,fsgan,id00707,id02824,-,African,women,0.0
C__id00707__00052_id04374_SWltOOZmlWM,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00707\00052_id04374_SWltOOZmlWM.mp4,1,FakeVideo-RealAudio,fsgan,id00707,id04374,-,African,women,0.0
C__id00707__00052_id04437_2csrqaF55pk,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00707\00052_id04437_2csrqaF55pk.mp4,1,FakeVideo-RealAudio,fsgan,id00707,id04437,-,African,women,0.0
C__id00707__00052_id04705_ziJ9JsYr4R0,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00707\00052_id04705_ziJ9JsYr4R0.mp4,1,FakeVideo-RealAudio,fsgan,id00707,id04705,-,African,women,0.0
C__id00707__00052_id04820_64ybrA1atlM,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00707\00052_id04820_64ybrA1atlM.mp4,1,FakeVideo-RealAudio,fsgan,id00707,id04820,-,African,women,0.0
C__id00707__00052_id05231_wfbM5puT6eQ,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00707\00052_id05231_wfbM5puT6eQ.mp4,1,FakeVideo-RealAudio,fsgan,id00707,id05231,-,African,women,0.0
C__id00707__00052_id05251_c_cxumCQ768,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00707\00052_id05251_c_cxumCQ768.mp4,1,FakeVideo-RealAudio,fsgan,id00707,id05251,-,African,women,0.0
C__id00829__00271_id00707_feeHCIlo6jg,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00829\00271_id00707_feeHCIlo6jg.mp4,1,FakeVideo-RealAudio,fsgan,id00829,id00707,-,African,women,0.0
C__id00829__00271_id01838_q_lUk55OrL0,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00829\00271_id01838_q_lUk55OrL0.mp4,1,FakeVideo-RealAudio,fsgan,id00829,id01838,-,African,women,0.0
C__id00829__00271_id01907_LBcRkuRq0uY,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00829\00271_id01907_LBcRkuRq0uY.mp4,1,FakeVideo-RealAudio,fsgan,id00829,id01907,-,African,women,0.0
C__id00829__00271_id02301_WdVa7Mp3brI,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00829\00271_id02301_WdVa7Mp3brI.mp4,1,FakeVideo-RealAudio,fsgan,id00829,id02301,-,African,women,0.0
C__id00829__00271_id02824_glBy_mYcXZw,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00829\00271_id02824_glBy_mYcXZw.mp4,1,FakeVideo-RealAudio,fsgan,id00829,id02824,-,African,women,0.0
C__id00829__00271_id04376_p643JnOAGx8,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00829\00271_id04376_p643JnOAGx8.mp4,1,FakeVideo-RealAudio,fsgan,id00829,id04376,-,African,women,0.0
C__id00829__00271_id04437_2csrqaF55pk,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00829\00271_id04437_2csrqaF55pk.mp4,1,FakeVideo-RealAudio,fsgan,id00829,id04437,-,African,women,0.0
C__id00832__00078_id00371_t20i0HtPwW0,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00832\00078_id00371_t20i0HtPwW0.mp4,1,FakeVideo-RealAudio,fsgan,id00832,id00371,-,African,women,0.0
C__id00832__00078_id00460_9sVM1Crx1FA,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00832\00078_id00460_9sVM1Crx1FA.mp4,1,FakeVideo-RealAudio,fsgan,id00832,id00460,-,African,women,0.0
C__id00832__00078_id03569_YO0EpPm9p-8,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00832\00078_id03569_YO0EpPm9p-8.mp4,1,FakeVideo-RealAudio,fsgan,id00832,id03569,-,African,women,0.0
C__id00832__00078_id03658_8Wtu9VXKqjY,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00832\00078_id03658_8Wtu9VXKqjY.mp4,1,FakeVideo-RealAudio,fsgan,id00832,id03658,-,African,women,0.0
C__id00832__00078_id04055_0qrzF4HLXHY,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00832\00078_id04055_0qrzF4HLXHY.mp4,1,FakeVideo-RealAudio,fsgan,id00832,id04055,-,African,women,0.0
C__id00832__00078_id04705_ziJ9JsYr4R0,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00832\00078_id04705_ziJ9JsYr4R0.mp4,1,FakeVideo-RealAudio,fsgan,id00832,id04705,-,African,women,0.0
C__id00832__00078_id05980_bbg4HtuM_jo,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id00832\00078_id05980_bbg4HtuM_jo.mp4,1,FakeVideo-RealAudio,fsgan,id00832,id05980,-,African,women,0.0
C__id01178__00028_id00220_WlHLlTQKj8g,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id01178\00028_id00220_WlHLlTQKj8g.mp4,1,FakeVideo-RealAudio,fsgan,id01178,id00220,-,African,women,0.0
C__id01178__00028_id00568_gakhcJXnJZ8,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id01178\00028_id00568_gakhcJXnJZ8.mp4,1,FakeVideo-RealAudio,fsgan,id01178,id00568,-,African,women,0.0
C__id01178__00028_id03103_wiCYm3THQPw,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id01178\00028_id03103_wiCYm3THQPw.mp4,1,FakeVideo-RealAudio,fsgan,id01178,id03103,-,African,women,0.0
C__id01178__00028_id03569_YO0EpPm9p-8,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id01178\00028_id03569_YO0EpPm9p-8.mp4,1,FakeVideo-RealAudio,fsgan,id01178,id03569,-,African,women,0.0
C__id01178__00028_id04055_0qrzF4HLXHY,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id01178\00028_id04055_0qrzF4HLXHY.mp4,1,FakeVideo-RealAudio,fsgan,id01178,id04055,-,African,women,0.0
C__id01178__00028_id04820_64ybrA1atlM,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id01178\00028_id04820_64ybrA1atlM.mp4,1,FakeVideo-RealAudio,fsgan,id01178,id04820,-,African,women,0.0
C__id01178__00028_id05235_ASy8lP3SRtw,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id01178\00028_id05235_ASy8lP3SRtw.mp4,1,FakeVideo-RealAudio,fsgan,id01178,id05235,-,African,women,0.0
C__id01178__00028_id05252_CMxIX3absYM,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id01178\00028_id05252_CMxIX3absYM.mp4,1,FakeVideo-RealAudio,fsgan,id01178,id05252,-,African,women,0.0
C__id01532__00065_id00371_t20i0HtPwW0,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id01532\00065_id00371_t20i0HtPwW0.mp4,1,FakeVideo-RealAudio,fsgan,id01532,id00371,-,African,women,0.0
C__id01532__00065_id00568_gakhcJXnJZ8,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id01532\00065_id00568_gakhcJXnJZ8.mp4,1,FakeVideo-RealAudio,fsgan,id01532,id00568,-,African,women,0.0
C__id01532__00065_id00829_aMEvVaUBq2Y,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id01532\00065_id00829_aMEvVaUBq2Y.mp4,1,FakeVideo-RealAudio,fsgan,id01532,id00829,-,African,women,0.0
C__id01532__00065_id01907_LBcRkuRq0uY,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id01532\00065_id01907_LBcRkuRq0uY.mp4,1,FakeVideo-RealAudio,fsgan,id01532,id01907,-,African,women,0.0
C__id01532__00065_id03569_YO0EpPm9p-8,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id01532\00065_id03569_YO0EpPm9p-8.mp4,1,FakeVideo-RealAudio,fsgan,id01532,id03569,-,African,women,0.0
C__id01532__00065_id04736__D2k4fMhEfQ,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id01532\00065_id04736__D2k4fMhEfQ.mp4,1,FakeVideo-RealAudio,fsgan,id01532,id04736,-,African,women,0.0
C__id01532__00065_id04939_i4v2cXo9HIQ,raw\FakeAVCeleb_v1.2\FakeVideo-RealAudio\African\women\id01532\00065_id04939_i4v2cXo9HIQ.mp4,1,FakeVideo-RealAudio,fsgan,id01532,id04939,-,African,women,0.0
